"function","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.051145,1,347.01,245.38,245.38,0
-0.050079,1,347.19,245.5,245.5,0
-0.049011,1,347.37,245.62,245.62,0
-0.047943,1,347.54,245.75,245.75,0
-0.046873,1,347.72,245.88,245.88,0
-0.045802,1,347.9,246,246,0
-0.044715,1,348.07,246.12,246.12,0
-0.043628,1,348.25,246.25,246.25,0
-0.042539,1,348.43,246.38,246.38,0
-0.041449,1,348.6,246.5,246.5,0
-0.040358,1,348.78,246.62,246.62,0
-0.039265,1,348.96,246.75,246.75,0
-0.038172,1,349.13,246.88,246.88,0
-0.037077,1,349.31,247,247,0
-0.036028,1,349.49,247.12,247.12,0
-0.034978,1,349.66,247.25,247.25,0
-0.033926,1,349.84,247.38,247.38,0
-0.032873,1,350.02,247.5,247.5,0
-0.031819,1,350.19,247.62,247.62,0
-0.030765,1,350.37,247.75,247.75,0
-0.029709,1,350.55,247.88,247.88,0
-0.028651,1,350.72,248,248,0
-0.027702,1,350.9,248.12,248.12,0
-0.026752,1,351.08,248.25,248.25,0
-0.025801,1,351.26,248.38,248.38,0
-0.024849,1,351.43,248.5,248.5,0
-0.023895,1,351.61,248.62,248.62,0
-0.022941,1,351.79,248.75,248.75,0
-0.021986,1,351.96,248.88,248.88,0
-0.02103,1,352.14,249,249,0
-0.020243,1,352.32,249.12,249.12,0
-0.019455,1,352.49,249.25,249.25,0
-0.018667,1,352.67,249.38,249.38,0
-0.017878,1,352.85,249.5,249.5,0
-0.017087,1,353.02,249.62,249.62,0
-0.016297,1,353.2,249.75,249.75,0
-0.015505,1,353.38,249.88,249.88,0
-0.014712,1,353.55,250,250,0
